time,t_data,ERK_data,NN_approx,NN_GT,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.0,0.00481178083738993,2.928373803857453e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.13804297750137176,3.417754160580067e-5,2.3916375378241846e-9,0.11109380570897301,0.11723260969847912,0.02249534861875785,0.0007213238848621674,1.7488906823257824e-5,1.3390688031180283e-10,3.2235962987337436e-9,0.11109380570897304,0.11723260969847915,0.022492159583270745,0.0007211190599507267,1.748077738537341e-5,1.3382287477398398e-10,3.2214722956827065e-9
0.25,2.5,0.5199549719274669,4.4693360521796147e-5,2.4264364626432224e-7,0.2060805876618965,0.3701257994661237,0.13490411782645784,0.009272928425984085,0.0004519790182206207,2.456662138947405e-8,3.273207088229284e-7,0.20608058766189646,0.37012579946612373,0.13489834557300093,0.009272194365975955,0.0004519236623521098,2.4562588959195975e-8,3.2726459400542956e-7
0.375,3.75,0.752194078617618,6.179919618377292e-5,3.094422305332321e-6,0.2848273957431739,0.6200687676342953,0.32089295400430823,0.03574435057293078,0.002635687754657142,4.1919340361502326e-7,4.187003321422645e-6,0.28482739574317384,0.6200687676342953,0.3208843299338729,0.03574281057202271,0.002635524750461752,4.1915935656251315e-7,4.18665036389459e-6
0.5,5.0,0.819638220445144,6.578956166772821e-5,1.6905414344156043e-5,0.3501107926063165,0.7805265099636277,0.5077281873128433,0.08290840226521125,0.008320119348561885,2.726292499488668e-6,2.299968795726836e-5,0.35011079260631633,0.7805265099636276,0.5077182141730038,0.0829058746587169,0.008319773794332724,2.7261480424267564e-6,2.2998431525454613e-5
0.625,6.25,0.8400363981471867,7.40990855008674e-5,5.804294972272381e-5,0.40423262953958866,0.8527991980687313,0.6394734929687246,0.14457457467842597,0.018736975973242503,1.0502856759849703e-5,7.954041290623415e-5,0.40423262953958866,0.8527991980687315,0.6394656363087058,0.14457123477549488,0.018736378932221926,1.0502436856576769e-5,7.953715228724748e-5
0.75,7.5,0.8372342708641156,9.825065304711823e-5,0.0001492903102665429,0.4491012082866828,0.881477405778964,0.7127238932853729,0.2118139823673973,0.03426139609030664,2.9257897618945902e-5,0.00020598952896743296,0.4491012082866827,0.881477405778964,0.7127218783905733,0.21181038473864283,0.03426051681948177,2.9256948675272988e-5,0.00020598270304233792
0.875,8.75,0.8410819348738847,0.00014015908319120476,0.00031690198443814067,0.48629856655939413,0.894882759421385,0.7486257220188225,0.2782923162481684,0.05469829779344071,6.569922520485952e-5,0.00043935775649031443,0.4862985665593941,0.8948827594213848,0.748634673504147,0.27828936634666035,0.054697175115818245,6.569744525707869e-5,0.00043934561585194
1.0,10.0,0.8397223825375144,0.000205458857126221,0.0005880287934312388,0.5171362596868602,0.9028742926736212,0.7654342139695608,0.3408721330167831,0.07961655741911433,0.0001269222052746282,0.0008174862386042118,0.5171362596868604,0.9028742926736211,0.7654617531961908,0.34087117459101474,0.07961534115416836,0.00012691933997723473,0.0008174674119632697
1.125,11.25,0.8330543375548339,0.0003047157088493796,0.0009886609791429554,0.5427016052270415,0.9083683185122094,0.7733627436133578,0.3983668980876695,0.10849797133468982,0.00021982087739446242,0.0013764187301574745,0.5427016052270414,0.9083683185122093,0.7734190585132465,0.3983698008981138,0.10849697369966664,0.00021981688654893679,0.0013763931701233003
1.25,12.5,0.823492387097157,0.0004532307907174594,0.0015422483436554018,0.5638960210961951,0.9123920093921822,0.7772840380341223,0.45051446945232204,0.14077663905486038,0.00035070536033123407,0.0021487308805122883,0.5638960210961951,0.9123920093921822,0.7773813066865475,0.45052362966919596,0.14077638232657974,0.00035070066186912094,0.002148701226156357
1.375,13.75,0.8188553400005646,0.0006710912908945823,0.002268894058295791,0.5814668089945483,0.9154356387977363,0.7793829409976525,0.49744338217813655,0.17585078478321134,0.0005250584456398896,0.0031624371395134084,0.5814668089945478,0.9154356387977362,0.7795344276882172,0.49746161928042465,0.175852029504926,0.0005250542245162079,0.003162410421889389
1.5,15.0,0.8087999997864158,0.000982829097783245,0.003184902189844709,0.5960335037916549,0.9177858957043225,0.7806215222502821,0.5394373480552084,0.21309557018008413,0.000747389216257402,0.004440311419674464,0.5960335037916544,0.9177858957043223,0.7808405278262658,0.5394677191104348,0.21309931244554997,0.0007473877647149402,0.0044403009218858345
