time,NN_approx,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.1839452539467182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,6.767447428362673,0.057216408875496644,0.060572959358277945,0.3931090535811964,0.014678939466410914,0.0003934164418047754,8.564166089805564e-10,4.0208575560191996e-8,0.0572164088710563,0.06057295935331052,0.011538156670976091,0.00036748605097152625,8.872788333473845e-6,1.803707756417656e-11,8.369036625330898e-10
0.25,6.845807383887633,0.10924485231731297,0.2024326967734368,1.0749765020710285,0.10204386910141124,0.006153951211980351,1.0845673503387099e-7,2.6927301703705363e-6,0.10924485231339426,0.20243269676329517,0.07261581371793413,0.004887882516676076,0.00023534717449513547,3.6421277581448035e-9,8.90016229918594e-8
0.375,6.8325584837164985,0.1551597925010425,0.3730801625671958,1.4709287454681743,0.24122182273968373,0.02346697109319424,1.3552126492845251e-6,2.4067095872681683e-5,0.15515979249758435,0.3730801625592104,0.18719073517109944,0.019858580062823396,0.0014248799171802677,6.904695965791235e-8,1.1998800407293008e-6
0.5,6.910185370261686,0.19567958499554083,0.5347386602551301,1.4875707823678495,0.37876587496335434,0.053260719188299825,6.964391859663866e-6,9.963303392455984e-5,0.19567958499248933,0.534738660245736,0.33286572214133237,0.04961170287941942,0.004732887864392954,5.018941679026497e-7,7.0008281273968544e-6
0.625,6.914625755709826,0.23143817636530606,0.6619028743399198,1.4339919724375165,0.49119886856405703,0.09278043074550779,2.244221734901461e-5,0.0002757235914066737,0.23143817636261296,0.6619028742332934,0.47686852694689374,0.0943754005033659,0.011324471978293803,2.1656530288519023e-6,2.5881852716256863e-5
0.75,6.9069388938154175,0.2629950224899123,0.7466804350248883,1.397967607102186,0.5810755315849513,0.13916546979508737,5.4632696756188256e-5,0.0005993744198965479,0.2629950224875356,0.7466804345663222,0.5920589333810389,0.1504048211470486,0.022041261962624386,6.736883927427349e-6,7.181160351805815e-5
0.875,6.882680100250646,0.29084384145021575,0.7969785012394988,1.3774874751723103,0.6529274395756086,0.19011916739593956,0.00011073070951388119,0.0011131917351204338,0.29084384144811853,0.7969784996438151,0.6692960253294009,0.2121316576525456,0.037278449187918575,1.6766657085059844e-5,0.00016373454342977803
1.0,6.834599624722067,0.31542033792332286,0.8258477179653755,1.3651808467003548,0.7101101704171996,0.2436872643575354,0.00019749391300374555,0.001852628198733357,0.31542033792147206,0.8258477145196225,0.7149271711767122,0.2746305276721187,0.05704770937066771,3.554628458638012e-5,0.0003240337439566234
1.125,6.7541544627267065,0.33710901993722076,0.8432983584691962,1.3561197284911677,0.7551987159820419,0.29818022404589495,0.00032067892445861705,0.0028444724234687165,0.33710901993558784,0.8432983555468048,0.7400359444125215,0.334717056967211,0.0811044114057673,6.686501515792605e-5,0.0005767791457320989
1.25,6.628635860035331,0.3562492146356278,0.8548834449995206,1.3473866930980618,0.7903332519709542,0.3521743256042674,0.00048470838551263617,0.004106347557500709,0.35624921463418724,0.854883440666669,0.7535710389414472,0.3907664005234109,0.10904819394384908,0.00011474432256176573,0.0009461750012083374
1.375,6.44123772991804,0.37314037717183934,0.8632591005649505,1.3370842213806504,0.8173560807208525,0.4045213019523724,0.0006925434584804233,0.005647032194799408,0.3731403771705672,0.8632590954750545,0.7610284947148901,0.4421392225461816,0.14038161072429778,0.0001831932899039006,0.0014553046261005103
1.5,6.17155195379058,0.3880467757910965,0.8696724075124007,1.323636528451206,0.8378435689451236,0.45434398120483005,0.0009457153103142437,0.007467362421025923,0.38804677578997554,0.8696724013213185,0.7653688243001363,0.4887187287826242,0.1745447869389778,0.0002760015875090621,0.0021251517611303307
1.625,5.795507225398223,0.4012016264012828,0.8747575746415026,1.305357734331435,0.8531078294478907,0.5010163470152792,0.0012444635547243163,0.009561471584748512,0.4012016264002947,0.8747575668736731,0.7680897249291712,0.530640307445833,0.21094111802428392,0.0003965753609261274,0.0029738711631509453
1.75,5.284372076703804,0.4128107413187354,0.8788791578571943,1.2801056717689974,0.8641988369592534,0.5441330393352817,0.0015879347978538091,0.011918163327813005,0.41281074131786444,0.8788791506984652,0.7699318111390095,0.5681546590811299,0.2489599021060188,0.0005478170731781067,0.004016291077792835
1.875,4.602945997997998,0.4230557492751358,0.8822706814497254,1.2448514734111853,0.8719111160437568,0.5834737248022109,0.0019744045276818174,0.01452226778501219,0.42305574927436834,0.8822706730648902,0.7712630894314415,0.6015625989984783,0.28799689183912813,0.0007320476622246772,0.005263630555908694
2.0,3.7106985761223488,0.432096937063613,0.8850932199794154,1.1951071700569027,0.8767877901038988,0.6189661704386217,0.002401496303474616,0.017355882334395927,0.43209693706293745,0.8850932103103587,0.772271232220642,0.6311840491630636,0.32747231115358866,0.0009509672572626584,0.00672340889621872
2.125,2.585395416843828,0.44007575728262993,0.8874632662765138,1.1247947348186982,0.879116375381219,0.650650233877083,0.002866381343202966,0.020399438853990797,0.4400757572820354,0.8874632571874028,0.7730559738164524,0.6573424036597857,0.36684583691690453,0.0012056492502711086,0.00839951886083201
2.25,1.3122227802025634,0.4471170414121911,0.8894678248421712,1.0293835540260208,0.878943533054109,0.6786447017853392,0.0033659488029183318,0.02363256990357165,0.44711704141166875,0.8894678145551681,0.7736729235466877,0.6803557129548607,0.40562832019429995,0.0014965617866331028,0.010292432240902377
2.375,0.16756251748418155,0.45333095284674596,0.8911734397164887,0.9154170845963304,0.876217460469926,0.7031217547317264,0.0038969438447114648,0.02703477766434284,0.4533309528462882,0.8911734253065038,0.7741544762163399,0.7005310508592316,0.4433902618843133,0.0018236105954417845,0.012399505991871725
2.5,-0.5900887815610628,0.4588147104406772,0.8926319741496285,0.8044189394628398,0.8711088024759241,0.7242966885058145,0.004456079316763194,0.030585956165738493,0.45881471044027494,0.8926319616367903,0.7745200441113574,0.7181606025356427,0.47976720347588286,0.002186197341502882,0.014715358789757965
2.625,-0.9787886704231706,0.4636541095318442,0.8938845304914682,0.7164486754519801,0.8641942559198246,0.7424297263362177,0.005040132768138664,0.034266847035425305,0.46365410953149294,0.8938845022550174,0.7747812909126444,0.7335189072350222,0.5144622709875845,0.002583288182304034,0.01723229067874108
2.75,-1.1569568449718166,0.46792486424017166,0.8949640253245069,0.6562721036931349,0.856252739216151,0.7578212523124913,0.005646032718576836,0.03805945249107227,0.4679248642398635,0.8949640165219658,0.7749449843870551,0.7468610242062712,0.5472461537226085,0.0030134878371791073,0.01994072187943725
2.875,-1.2395830367857352,0.4716937920419698,0.8958972829651131,0.6182926975471704,0.8479687871206097,0.7707924252808781,0.006270925398509736,0.041947346368900046,0.4716937920416992,0.8958972714927652,0.7750146759203598,0.7584214943707942,0.5779548331319945,0.0034751151514869766,0.022829630435812334
3.0,-1.2808295567816268,0.47501985915312095,0.8967062243101894,0.5950622029640342,0.8398120248479906,0.7816617303880874,0.006912214186368897,0.045915832398869746,0.47501985915288414,0.8967062165576856,0.7749917707752287,0.7684139893990641,0.6064854112461328,0.003966276828164883,0.025886972009321427
3.125,-1.3034969909087721,0.47795510307649963,0.8974090142501295,0.5807775397821587,0.8320537353340111,0.7907275635510084,0.007567573495708167,0.04995196048759999,0.47795510307629324,0.8974090077847682,0.7748762576905394,0.7770315350836348,0.6327904226235656,0.0044849366837423875,0.02910006870214396
3.25,-1.317283197232588,0.48054544674720845,0.8980208016602155,0.571648237644451,0.8248236635417476,0.7982588831569811,0.008234944268171946,0.05404444505632523,0.48054544674703215,0.8980207783064525,0.7746672300273827,0.7844471909625286,0.6568710418879958,0.0050289784540252895,0.03245595726708153
3.375,-1.3265293383936474,0.48283141701324156,0.8985542520475346,0.5653863255950912,0.8181626335473912,0.8044919949065265,0.008912518361816642,0.058183529072181224,0.48283141701308874,0.898554226283767,0.7743632669400279,0.7908150700685841,0.6787696117987054,0.0055962608137201655,0.03594169039163495
3.5,-1.3332977632718606,0.484848778692415,0.8990200809731342,0.5606647232125932,0.8120604391563672,0.8096310598634717,0.009598717287520835,0.062360825214787564,0.48484877869228427,0.8990200696142278,0.7739627128932857,0.796271591691957,0.6985619071661732,0.00618466386812984,0.03954458785162932
3.625,-1.338624666467396,0.48662909412567296,0.899427429034427,0.5567297491027412,0.8064802258577994,0.8138505273674328,0.010292168846849244,0.06656915366463999,0.4866290941255671,0.8994274018206985,0.773463879346634,0.8009368739955763,0.716349514758055,0.006792126904801492,0.043252437115090504
3.75,-1.3430571910334999,0.4882002169811531,0.8997840051858313,0.5531580416525439,0.8013731318546271,0.8172983683008277,0.010991683796797734,0.0708023873596891,0.4882002169810628,0.8997839736511799,0.7728651852518243,0.8049161896862368,0.7322526507930287,0.007416677640324833,0.047053645335547026
3.875,-1.3468972415184655,0.48958672803468944,0.9000964306506126,0.5497129932896871,0.79668661162514,0.8200994748760994,0.011696233715871219,0.0750553100459532,0.4895867280346176,0.9000964181290226,0.7721652492299134,0.8083014246105642,0.7464036622971298,0.008056453548561252,0.05093734652217664
4.0,-1.3503179377268741,0.49081031974483236,0.9003704742718519,0.5462626659489364,0.7923689059263778,0.8223589017659364,0.012404930651962756,0.0793234891662181,0.490810319744779,0.9003704320598117,0.7713629440317956,0.8111724946632617,0.758941375671676,0.0087097161051904,0.05489346896974642
4.125,-1.3534216711735125,0.49189013563906725,0.9006109398904601,0.5427337434041798,0.7883712610709055,0.8241648025315257,0.013117008777412969,0.08360316379126857,0.4918901356390246,0.9006109236519044,0.7704574222637284,0.8135986899338153,0.7700063747594381,0.009374858932050409,0.05891276878122739
4.25,-1.3562703996815535,0.4928430698210795,0.9008221668514347,0.5390857798713393,0.784648885148835,0.8255910133562844,0.013831808072313738,0.08789114683224152,0.4928430698210581,0.900822133504366,0.7694481209879556,0.8156399262333144,0.7797372193296178,0.010050410883705844,0.06298683557379406
4.375,-1.358901822192536,0.4936840312850857,0.9010077593638585,0.5352970448958173,0.7811612139728996,0.8266992868002745,0.014548759945290334,0.09218474031797691,0.49368403128506955,0.9010077344699243,0.7683347515430389,0.817347893026382,0.7882675583009114,0.01073503510407311,0.06710807631217625
4.5,-1.36133858863375,0.49442617717224585,0.9011709426256164,0.531356548914234,0.7778718246756342,0.8275412017692376,0.015267374645074466,0.09648166235820019,0.4944261771722527,0.901170914617093,0.7671172797380359,0.8187670935378533,0.7957240522375847,0.01142752501165411,0.0712696827670539
4.625,-1.3635936229093102,0.4950811186189488,0.9013144716397493,0.5272596533211122,0.7747481768672724,0.8281597853932895,0.015987230292701868,0.10077998440633633,0.4950811186189577,0.9013144465618848,0.7657959004745788,0.8199357777046188,0.8022249961580026,0.012126798066946096,0.07546558745687622
4.75,-1.3656734416801604,0.49565910241701466,0.9014407710287822,0.5230055501439261,0.7717612846430276,0.828590884140186,0.016707963359937676,0.10507807751241266,0.4956591024170491,0.9014407457237436,0.7643710098673128,0.8208867720270981,0.8078795241863577,0.012831888051861627,0.07969041219467007
4.875,-1.3675802815961822,0.496169171328576,0.9015519367819929,0.5185958298326832,0.7688853712566526,0.8288643196549773,0.017429260425577946,0.10937456636951497,0.4961691713286088,0.9015519195181292,0.7628431770863144,0.8216482125588361,0.8127872788531474,0.013541936462206482,0.08393941260422086
5.0,-1.369313555361348,0.49661930556309924,0.9016498370031377,0.514033623426013,0.7660975333704719,0.8290048614017981,0.018150851052937022,0.11366829008428118,0.496619305563165,0.9016498090836137,0.7612131174437015,0.8222441885399269,0.8170384365365051,0.014256183490425116,0.08820842124849429
5.125,-1.370870862814108,0.49701654763084474,0.9017360292924728,0.5093231053415808,0.7633774276990081,0.8290330441177998,0.018872501645982063,0.11795826872896234,0.4970165476309082,0.9017360248218297,0.7594816676877425,0.8226953047702034,0.8207139935939427,0.014973958963408718,0.09249379136316879
5.25,-1.3722487571055484,0.49736711252517374,0.9018119835370866,0.5044691425624686,0.7607069839240335,0.8289658545217766,0.019594010156041616,0.12224367484996068,0.49736711252526783,0.9018119767806358,0.7576497640396229,0.8230191709264015,0.8238862327153829,0.015694673502661505,0.09679234262843758
