time,t_data,ERK_data,NN_approx,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
63.625,0.0,0.0,0.013759002406620091,0.0005499519704140391,0.0033931693192073525,0.005216386829336074,0.029260030394332608,0.01639831866758063,0.09249257371163949,0.6220242717823257,0.0005499562923540561,0.003393196349784304,0.0009771113896175404,0.015300633798530115,0.009385530232695834,0.10397065907882543,0.7072106156822763
63.75,0.0,0.0,0.013238003608382176,0.0005166320649291111,0.003187083966531346,0.004988412434822222,0.028144760706829305,0.01564251074235485,0.09238140351844754,0.6214859506951341,0.0005166361250138673,0.0031871093275209735,0.0009194607282854855,0.014500833427608674,0.00865570529592711,0.10384806550673145,0.7066631138811196
63.875,0.0,0.0,0.012743381824859568,0.0004853309104627595,0.002993543916318243,0.00477260245601722,0.027067327603647096,0.014924228979413551,0.09227034612455062,0.620947685496441,0.0004853347245593632,0.002993567658936717,0.0008652231228202616,0.013741468905430095,0.0080110130925332,0.10372559164910866,0.7061156587653036
64.0,0.0,0.0,0.012273884837233184,0.00045592619707615406,0.0028117820006118475,0.00456833447437819,0.026027061300836738,0.014241482932140743,0.09215940145829594,0.6204094771933829,0.0004559297800880465,0.0028118043082235636,0.0008141951501594725,0.01302061438713969,0.007437545612556624,0.10360323743801374,0.7055682512917032
64.125,0.0,0.0,0.011828313072161256,0.0004283030252140429,0.0026410784947577,0.004375008559368978,0.025023250470724217,0.013592397745865058,0.09204856944790919,0.6198713266956227,0.0004283063911403867,0.00264109952836681,0.0007661856695193962,0.012336425019581267,0.006923937770268282,0.10348100280535993,0.70502089225893
64.25,0.0,0.0,0.011405518963770622,0.0004023534567312244,0.0024807581261482177,0.0041920473894331055,0.024055148460839115,0.012975207614859369,0.09193785002150895,0.6193332348258894,0.00040235661872377814,0.0024807779002020635,0.0007210150626803469,0.011687134559741871,0.0064609277094233595,0.10335888768293974,0.7044735823396571
64.375,0.0,0.0,0.011004407394033189,0.00037797609312230737,0.0023301870534292533,0.004018908785706318,0.023121975093684966,0.01238825063314679,0.09182724310711912,0.6187952023293533,0.0003779790635385771,0.002330205562114573,0.0006785145233164821,0.011071052955454429,0.006040976195221754,0.10323689200244204,0.7039263221058693
64.5,0.0,0.0,0.010623934326507767,0.0003550756793102008,0.0021887702656159334,0.0038550857537386508,0.022222922037166682,0.011829962312678546,0.09171674863267905,0.6182572298819949,0.00035507846975814535,0.0021887876175120976,0.0006385253919781047,0.010486563903416814,0.005657944033888007,0.10311501569546513,0.703379112048581
64.625,0.0,0.0,0.010263103781605276,0.0003335627314323367,0.0020559493588647236,0.0037000941351333786,0.02135716129718955,0.011298868135580911,0.09160636652605236,0.617719318098046,0.00033356535281462086,0.0020559657081364573,0.0006008985335913698,0.009932122397883264,0.005306823127344622,0.10299325869352656,0.7028319525932539
64.75,0.0,0.0,0.009920965624159894,0.00031335318717784255,0.00193120032860307,0.003553466612865777,0.020523851488138636,0.010793577533831115,0.0914960967150342,0.6171814675366236,0.0003133556497360399,0.0019312157421386045,0.0005654937545779326,0.009406252281817767,0.004983515138477194,0.10287162092807076,0.7022848441118905
