time,t_data,g2p_data,NN1,NN2,g1p_fit,g2p_fit,Xact_fit,g1p_GT,g2p_GT,Xact_GT
0.0,0.0,6.067117325543503e-5,0.998283416173735,-0.0022540069718146797,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.00021977564571384043,0.9982833879226112,-0.0022624815695632718,4.5463910145862297e-5,2.1740316040083584e-5,5.907128137164483e-8,4.538678268546348e-5,2.1709195427361063e-5,5.899867920122017e-8
0.25,2.5,0.000513572840423095,0.9982834188511819,-0.0022486249595524603,4.5553083909427796e-5,4.7617571248271676e-5,2.7560386125713727e-7,4.547485659885141e-5,4.7539183979943585e-5,2.751906804774536e-7
0.375,3.75,0.000802867460270598,0.9982834501486413,-0.002234595547632696,4.555325747472414e-5,7.35050326036485e-5,6.535468784444251e-7,4.54750275865199e-5,7.337710939427517e-5,6.52490980107259e-7
0.5,5.0,0.001001605158069482,0.9982834816992496,-0.002220436973631879,4.555325637888992e-5,9.939457549298393e-5,1.1927197043489085e-6,4.547502791474277e-5,9.921498770902987e-5,1.190705821470238e-6
0.625,6.25,0.001310569694232928,0.998283513502397,-0.0022061494998459816,4.5553254928834e-5,0.00012528615520658506,1.8929336251286385e-6,4.54750279144389e-5,0.0001250528018623776,1.8896336766389774e-6
0.75,7.5,0.001507661521632176,0.9982835455576988,-0.0021917333036817117,4.5553253477132536e-5,0.00015117974253246047,2.753999926719543e-6,4.547502792326573e-5,0.0001508905497958024,2.7490732039888936e-6
0.875,8.75,0.001837779260969877,0.9982835778647702,-0.002177188562541742,4.5553251913979323e-5,0.00017707530794416565,3.7757299085174984e-6,4.547502786371169e-5,0.00017672822902528037,3.7688232605798422e-6
1.0,10.0,0.002122085823137674,0.9982836104232251,-0.002162515454308497,4.555325064987119e-5,0.00020297282151227858,4.957934881301667e-6,4.547502799104098e-5,0.00020256583657448531,4.948682899170343e-6
1.125,11.25,0.002352343444928111,0.9982836432326782,-0.0021477141565503584,4.555324899561995e-5,0.00022887225305309717,6.300426164929074e-6,4.5475027927965415e-5,0.00022840336906386867,6.288451365086576e-6
1.25,12.5,0.0025561285064716888,0.9982836762927417,-0.0021327848476306584,4.555324742573967e-5,0.0002547735719233869,7.803015086393473e-6,4.547502782784746e-5,0.00025424082260610127,7.787928093298653e-6
1.375,13.75,0.00282926822010411,0.9982837096030283,-0.002117727705931059,4.555324598671405e-5,0.0002806767471665129,9.465512977534945e-6,4.5475027933198595e-5,0.000280078192847466,9.446912705359255e-6
1.5,15.0,0.0030380577507628966,0.9982837431631496,-0.0021025429099292615,4.5553244457964866e-5,0.0003065817474988071,1.1287731173000469e-5,4.547502795537157e-5,0.00030591547502556833,1.1265205006339947e-5
1.625,16.25,0.0033964672242368966,0.9982837769727169,-0.0020872306384764516,4.555324291619724e-5,0.00033248854125923457,1.3269481007759063e-5,4.5475027845703154e-5,0.00033175266390041174,1.3242604981904345e-5
1.75,17.5,0.0035726193644678057,0.9982838110313403,-0.0020717910706163113,4.5553241363049754e-5,0.0003583970964442423,1.5410573816123055e-5,4.547502793399659e-5,0.00035758975374304623,1.5378912795335564e-5
1.875,18.75,0.0038568378982776004,0.9982838453386296,-0.0020562243856213844,4.5553239798714735e-5,0.0003843073807023504,1.7710820928030047e-5,4.547502796593094e-5,0.0003834267384243947,1.7673928784474374e-5
2.0,20.0,0.004056033175155909,0.9982838798941938,-0.002040530762995627,4.555323822298246e-5,0.0004102193613350048,2.0170033666919392e-5,4.5475027847063035e-5,0.00040926361134880046,2.0127453458824488e-5
2.125,21.25,0.004436558075308451,0.9982839146976411,-0.002024710382471864,4.555323663593286e-5,0.0004361330052971436,2.278802335176326e-5,4.547502792876254e-5,0.00043510036542925094,2.273928749662727e-5
2.25,22.5,0.004670155246878405,0.9982839497485794,-0.002008763424016786,4.5553235037624186e-5,0.00046204827919923784,2.5564601288851498e-5,4.54750279737346e-5,0.0004609369931827407,2.550923174182747e-5
2.375,23.75,0.004866756449763395,0.9982839850466154,-0.001992690067830856,4.555323342798579e-5,0.0004879651493076744,2.8499578772300054e-5,4.547502785488373e-5,0.0004867734866679193,2.8437087201208164e-5
2.5,25.0,0.0051306142940170055,0.9982840205913556,-0.0019764904943464943,4.55532318071009e-5,0.0005138835815459194,3.159276708266875e-5,4.5475027923932956e-5,0.0005126098374527883,3.1522655041507e-5
2.625,26.25,0.005445631226843321,0.9982840563824055,-0.001960164884230007,4.555323017496756e-5,0.0005398035414952645,3.484397748772539e-5,4.547502798157017e-5,0.0005384460367096365,3.4765736586416e-5
2.75,27.5,0.005589980972102394,0.9982840924193701,-0.0019437134183832223,4.5553228531599774e-5,0.0005657249943969223,3.825302123377417e-5,4.5475027861803455e-5,0.0005642820751631045,3.81661333137401e-5
2.875,28.75,0.0058289674945010694,0.9982841287018537,-0.0019271362779440838,4.5553226877026e-5,0.0005916479051522158,4.181970954712914e-5,4.547502791817199e-5,0.0005901179430471718,4.1723646852556883e-5
3.0,30.0,0.006030082768880757,0.9982841652294598,-0.0019104336442892962,4.55532252112574e-5,0.0006175722383242447,4.554385363013509e-5,4.5475027987559916e-5,0.0006159536302006744,4.543807898025114e-5
3.125,31.25,0.0063103533005553596,0.9982842020017914,-0.0018936056990257737,4.5553223534313634e-5,0.0006434979581374391,4.942526466822496e-5,4.54750278691473e-5,0.0006417891260249449,4.9309231619695684e-5
3.25,32.5,0.006643239556350869,0.9982842390184506,-0.0018766526240028016,4.5553221846213745e-5,0.0006694250284808444,5.3463753817183214e-5,4.547502791147418e-5,0.0006676244194316219,5.33369068364543e-5
3.375,33.75,0.006864113222646519,0.9982842762790393,-0.0018595746013082913,4.555322014697447e-5,0.0006953534129084816,5.7659132201018136e-5,4.547502799192795e-5,0.0006934594989367428,5.752090683585193e-5
3.5,35.0,0.007120395646769116,0.998284313783158,-0.0018423718132693696,4.555321843661474e-5,0.0007212830746396272,6.201121091648594e-5,4.54750278759683e-5,0.000719294352629268,6.186103396017724e-5
3.625,36.25,0.007395018395615197,0.9982843515304071,-0.0018250444424537035,4.55532167151529e-5,0.0007472139765609459,6.651980102510507e-5,4.547502790383874e-5,0.0007451289681098174,6.635709068592729e-5
3.75,37.5,0.007600092390366725,0.9982843895203861,-0.001807592671663611,4.55532149826074e-5,0.0007731460812256012,7.118471356358099e-5,4.547502799429415e-5,0.0007709633325825648,7.100887962091545e-5
3.875,38.75,0.00778647135089494,0.9982844277526939,-0.001790016683946419,4.5553213238996416e-5,0.0007990793508571292,7.600575952783997e-5,4.547502788210913e-5,0.0007967974328348227,7.581620350149412e-5
4.0,40.0,0.008100593107540806,0.9982844662269287,-0.0017723166625917472,4.55532114843375e-5,0.0008250137473496111,8.098274987188707e-5,4.547502789535371e-5,0.0008226312551675392,8.077886518984123e-5
4.125,41.25,0.008272736079200382,0.998284504942688,-0.0017544927911316687,4.5553209718649824e-5,0.0008509492322676212,8.611549551258695e-5,4.5475027994652455e-5,0.0008484647854839582,8.589666767110545e-5
4.25,42.5,0.008563773314750972,0.9982845438995684,-0.0017365452533435494,4.555320794195173e-5,0.0008768857668493582,9.140380732023563e-5,4.547502788733455e-5,0.0008742980092804187,9.116941405064913e-5
4.375,43.75,0.008842332067418,0.9982845830971665,-0.0017184742332404085,4.555320615426163e-5,0.000902823312004037,9.684749613290913e-5,4.5475027886263286e-5,0.0009001309115694474,9.6596907551379e-5
4.5,45.0,0.008948636895691782,0.9982846225350775,-0.0017002799150813614,4.5553204355598296e-5,0.0009287618283167122,0.00010244637274068295,4.5475027992904335e-5,0.0009259634769643976,0.00010217895151092223
4.625,46.25,0.009202609348910198,0.9982846622128964,-0.0016819624833718195,4.555320254597977e-5,0.0009547012760491234,0.00010820024788090456,4.547502789183018e-5,0.0009517956896811602,0.00010791534937889674
4.75,47.5,0.009540777181163543,0.998284702130217,-0.0016635221228677257,4.55532007254234e-5,0.0009806416151396957,0.00011410893223819351,4.547502787688026e-5,0.0009776275334551197,0.00011380590471427942
4.875,48.75,0.009721720794668928,0.9982847422866332,-0.0016449590185629017,4.555319889395032e-5,0.00100658280520396,0.00012017223645360598,4.5475027989337215e-5,0.0010034589916207719,0.00011985042118261935
5.0,50.0,0.010008682976821873,0.9982847826817376,-0.0016262733557060908,4.555319705157729e-5,0.0010325248055379412,0.00012638997110500834,4.5475027896008204e-5,0.001029290047124031,0.00012604870255333105
5.125,51.25,0.010110134367398407,0.9982848233151222,-0.001607465319780645,4.555319519832364e-5,0.001058467575114924,0.00013276194673217335,4.54750278675765e-5,0.0010551206824344322,0.0001324005526970999
5.25,52.5,0.010371802032186574,0.9982848641863789,-0.001588535096521356,4.555319333420818e-5,0.001084411072591433,0.00013928797381181974,4.5475027984125116e-5,0.0010809508796186214,0.00013890577558313467
5.375,53.75,0.010608394821402845,0.998284905295098,-0.0015694828719135326,4.55531914592491e-5,0.001110355256307355,0.0001459678627567962,4.5475027900277053e-5,0.0011067806203629363,0.000145564175276483
5.5,55.0,0.010858628434435117,0.9982849466408698,-0.001550308832194536,4.555318957346384e-5,0.0011363000842859398,0.0001528014239160815,4.547502785880367e-5,0.0011326098858823982,0.00015237555593547247
5.625,56.25,0.010965880061866287,0.9982849882232838,-0.0015310131638441558,4.5553187676873915e-5,0.0011622455142340498,0.00015978846758557687,4.5475027977774605e-5,0.001158438656986776,0.00015933972180900356
5.75,57.5,0.01125031904527858,0.9982850300419287,-0.0015115960536009271,4.5553185769496265e-5,0.0011881915035466106,0.00016692880398403787,4.547502790501805e-5,0.0011842669141132348,0.0001664564772338877
5.875,58.75,0.011416776736121776,0.9982850720963927,-0.0014920576884382573,4.555318385135025e-5,0.0012141380093015973,0.000174222243284302,4.5475027850951445e-5,0.001210094637233577,0.00017372562663232256
6.0,60.0,0.011617404755003148,0.9982851143862633,-0.001472398255583678,4.555318192245501e-5,0.001240084988267222,0.00018166859558573861,4.5475027970630824e-5,0.0012359218059116734,0.0001811469745092261
6.125,61.25,0.011905810393303648,0.9982851569111271,-0.0014526179425208227,4.555317998282906e-5,0.0012660323969022232,0.000189267670912452,4.547502791052853e-5,0.0012617483993459032,0.00018872032544959693
6.25,62.5,0.01203231498779219,0.9982851996705704,-0.0014327169369860303,4.5553178032490276e-5,0.0012919801913558666,0.0001970192792132813,4.5475027844420286e-5,0.001287574396276124,0.00019644548411602372
6.375,63.75,0.012201925142619157,0.9982852426641784,-0.001412695426964682,4.55531760714585e-5,0.001317928327467441,0.0002049232303695674,4.547502796333983e-5,0.0013133997750312773,0.0002043222552460599
6.5,65.0,0.012350473436813012,0.9982852858915361,-0.0013925536006980303,4.555317409975329e-5,0.0013438767607718625,0.0002129793341807619,4.5475027916945476e-5,0.0013392245135814243,0.00021235044364960857
6.625,66.25,0.012543889892312742,0.9982853293522275,-0.0013722916466728501,4.555317211739278e-5,0.0013698254464939487,0.00022118740038181553,4.547502783953541e-5,0.0013650485894456078,0.000220529854206461
6.75,67.5,0.012772452475471475,0.9982853730458361,-0.00135190975362516,4.555317012439667e-5,0.0013957743395541587,0.000229547238632977,4.547502795635298e-5,0.0013908719797288771,0.00022886029186371652
6.875,68.75,0.01297798352755517,0.9982854169719447,-0.0013314081105497613,4.5553168120783966e-5,0.001421723394571094,0.00023805865850776592,4.547502792432813e-5,0.0014166946611834756,0.00023734156163318952
7.0,70.0,0.013121204566725175,0.9982854611301354,-0.001310786906697698,4.555316610657305e-5,0.0014476725658615006,0.000246721469492973,4.5475027836586e-5,0.0014425166101186613,0.0002459734685889787
7.125,71.25,0.01332806983916067,0.9982855055199897,-0.0012900463315780352,4.555316408178163e-5,0.001473621807440266,0.00025553548098866013,4.5475027949978616e-5,0.0014683378024267022,0.0002547558178649305
7.25,72.5,0.013471993643543827,0.9982855501410883,-0.001269186574943548,4.555316204643229e-5,0.0014995710730204082,0.00026450050232257875,4.547502793258973e-5,0.00149415821365254,0.00026368841465206706
7.375,73.75,0.013704643421163794,0.9982855949930115,-0.0012482078268172938,4.555316000054201e-5,0.0015255203160195413,0.0002736163427170879,4.547502783566759e-5,0.0015199778189065902,0.0002727710641961906
7.5,75.0,0.013738967145652552,0.9982856400753387,-0.0012271102774580839,4.555315794413043e-5,0.0015514694895516262,0.00028288281133089134,4.547502794449168e-5,0.0015457965928794997,0.0002820035717953837
7.625,76.25,0.013942901575238347,0.9982856853876487,-0.0012058941173850937,4.555315587721725e-5,0.0015774185464362538,0.00029229971722756693,4.5475027941531746e-5,0.0015716145099195012,0.0002913857427974679
7.75,77.5,0.014081355102612176,0.9982857309295198,-0.001184559537376875,4.5553153799821554e-5,0.001603367439199188,0.00030186686937253335,4.54750278368035e-5,0.0015974315439489773,0.0003009173825976298
7.875,78.75,0.014305576019011664,0.9982857767005293,-0.001163106728472242,4.5553151711961796e-5,0.0016293161200723648,0.0003115840766330498,4.547502793982771e-5,0.0016232476684682191,0.0003105982966359696
8.0,80.0,0.014346501360893622,0.9982858227002542,-0.0011415358819684552,4.555314961365584e-5,0.001655264540993894,0.0003214511477782163,4.54750279508737e-5,0.0016490628566393187,0.0003204282903949842
8.125,81.25,0.014571068915553648,0.9982858689282706,-0.0011198471894079175,4.5553147504927715e-5,0.0016812126536083312,0.00033146789149736026,4.5475027839907965e-5,0.0016748770812074086,0.00033040716939721913
8.25,82.5,0.014737835380263652,0.9982859153841542,-0.0010980408426080294,4.5553145385793095e-5,0.0017071604092734755,0.00034163411635641073,4.547502793559186e-5,0.0017006903144937747,0.00034053473920286084
8.375,83.75,0.01477771755084166,0.9982859620674799,-0.0010761170336228056,4.555314325627242e-5,0.0017331077590510616,0.0003519496308517946,4.547502796022984e-5,0.001726502528484874,0.00035081080540724693
8.5,85.0,0.014958946814455167,0.9982860089778218,-0.0010540759547676736,4.555314111638559e-5,0.0017590546537173395,0.00036241424337090115,4.5475027844659684e-5,0.0017523136947593997,0.00036123517363854344
8.625,86.25,0.015063353832652986,0.9982860561147535,-0.001031917798621771,4.555313896615189e-5,0.0017850010437631453,0.00037302776219167995,4.547502793140875e-5,0.0017781237844710143,0.00037180764955538055
8.75,87.5,0.015250184803491605,0.9982861034778481,-0.0010096427580252537,4.555313680558999e-5,0.0018109468793938994,0.00038378999548264103,4.54750279692083e-5,0.0018039327684410415,0.0003825280388443898
8.875,88.75,0.015362738435920863,0.9982861510666777,-0.0009872510260798468,4.55531346347179e-5,0.0018368921105296073,0.00039470075130285445,4.547502785077392e-5,0.0018297406170925535,0.0003933961472179075
