time,t_data,g2p_data,NN1,NN2,g1p_fit,g2p_fit,Xact_fit,g1p_GT,g2p_GT,Xact_GT
0.0,0.0,0.002719933259574747,-0.0031608942716320363,0.7265838671970797,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.1411344785036038,-0.0033618039048803365,0.7264620851916583,0.005163949146307069,0.0014490933489886152,3.019828564738958e-6,0.005112425705595904,0.0014524142172910052,3.02511501776699e-6
0.25,2.5,0.49958829248522574,-0.0033506383463020695,0.7262231994958159,0.010425859270887359,0.005783604330201053,2.410933919665289e-5,0.010221920375429721,0.005807491652129545,2.4187334667514913e-5
0.375,3.75,0.7789927818242116,-0.0031348071470853694,0.7258581958582911,0.015768340571377888,0.012988299080581153,8.121726564415774e-5,0.01532595590630225,0.013059479123446613,8.15770914842532e-5
0.5,5.0,0.8473572482291014,-0.002728703612893536,0.7253537859755628,0.021159193125068105,0.023050848525919362,0.00019218255206031686,0.020418422014286734,0.02319778923927225,0.00019320876047080178
0.625,6.25,0.8709577945325739,-0.002153200283354974,0.7246925971847483,0.026555690902798666,0.035955859349847186,0.000374731637346458,0.025488379105251018,0.03620444748000453,0.00037697890891720786
0.75,7.5,0.8789862223690823,-0.0014348017682262126,0.7238534934613986,0.031909213566772204,0.05167694114336375,0.0006464294763820544,0.0305191125863346,0.05205088913797473,0.0006506049614646713
0.875,8.75,0.8872865928552741,-0.000604020118967443,0.7228119940274784,0.03716983825895743,0.07016940957376776,0.0010245803358782757,0.03548745694567271,0.07069428504291994,0.0010315408988768489
1.0,10.0,0.8896919135191139,0.00030729259817305083,0.7215407496113806,0.04229038619522135,0.09136550633733996,0.0015260890634967935,0.04036337814593649,0.09207356233253013,0.0015368677387309123
1.125,11.25,0.8867926038224767,0.001269657552904849,0.7200100515097251,0.0472293742304086,0.1151727070605901,0.002167301302835617,0.04510981612942446,0.11610528629901488,0.0021831576541953912
1.25,12.5,0.8804025359674558,0.002260482833754013,0.71818837988758,0.05195237625644783,0.1414745698460468,0.0029638410345651273,0.04968279733459358,0.14267957769810455,0.0029863117380916036
1.375,13.75,0.8752027602716638,0.0032689385048981687,0.7160430455687427,0.05643144959418255,0.17013291117421217,0.003930458106172394,0.05403183153771483,0.17165625330223266,0.003961372652218427
