time,t_data,ERK_data,NN_approx,NN_GT,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.0,0.0029851083907043562,0.007489065469566396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.19825300633503357,0.005515193518484764,0.0,0.7634547442648527,0.7252085744625542,0.1644970579434683,0.005973990986995909,0.0001559332050105468,3.996498495864547e-8,2.224688235065447e-7,0.7634547442648439,0.7252085744615718,0.1668747120416223,0.006119657545260649,0.00016053257583784926,4.1234660238945906e-8,2.2953001183837657e-7
0.25,2.5,0.5754642445254483,0.06007601616778946,0.0,0.9225334649393898,0.9417960704371218,0.48964993804254014,0.04610092650597624,0.0026903136084226197,2.0135719854448194e-6,1.0996914890125577e-5,0.9225334649393986,0.9417960704350025,0.4860000256805808,0.04617278594935713,0.002712403506304735,2.0415198569004387e-6,1.1149504379533752e-5
0.375,3.75,0.7714837931624537,0.02377571664030116,0.0,0.9538579223167805,0.9494119096962026,0.6653122333858048,0.11216841943812858,0.01060160245995675,1.40259158954174e-5,7.675379842222829e-5,0.9538579223168058,0.9494119096963406,0.6601983273417695,0.11167228594131805,0.01059451104979021,1.4078658320364435e-5,7.704117045583208e-5
0.5,5.0,0.8242111642286521,-0.0039315499826249115,0.0,0.9600260736937426,0.9500005977205754,0.7399611079230779,0.1854704787792601,0.02450123018850607,4.779240477076548e-5,0.00026160974785246566,0.9600260736938521,0.9500005977204575,0.7372747291698448,0.18458138239793476,0.024414906337385592,4.775775747629476e-5,0.0002614161530646735
0.625,6.25,0.8379650297668728,-0.017020980845085104,0.0,0.9612406547142158,0.9501028581274134,0.7689188164811056,0.2569327844719075,0.043865700365768694,0.00011471060174728932,0.0006275176505216839,0.9612406547144176,0.9501028581273262,0.7688615980313358,0.25599480272957886,0.04368880836888718,0.00011441372157442108,0.0006258861398856434
0.75,7.5,0.834750023460801,-0.02112832399338073,0.0,0.9614798198977061,0.9501227556048711,0.77973986334346,0.3232799048678877,0.06801966070950173,0.00022487396091119155,0.0012289595451573357,0.9614798198978497,0.9501227556048697,0.7813289581716197,0.3225192482549455,0.06777004689489721,0.00022414974411511738,0.001224991255229544
0.875,8.75,0.8327650558323662,-0.020456605208833675,0.0,0.9615269143146947,0.9501266678070969,0.7838568895086394,0.3836724226629659,0.09633682068816604,0.0003870820507633591,0.0021130923887412983,0.9615269143147709,0.9501266678071014,0.7861674420749649,0.3831762187701169,0.09604418751470392,0.00038581535738475646,0.0021061667315693746
1.0,10.0,0.8206634538104123,-0.017219938140785852,0.0,0.9615361877552666,0.950127437977866,0.7856246762729973,0.4381475485357744,0.12821671084329492,0.0006089228493994425,0.0033202580387814563,0.9615361877553001,0.9501274379778687,0.7880257002097952,0.43791290612522327,0.1279111604639556,0.0006070594755607774,0.003310091154188655
1.125,11.25,0.7923489472783148,-0.012589379408933322,0.0,0.961538013803995,0.9501275896266553,0.7866204210448726,0.4870238266459835,0.16305095253034288,0.0008967817428289795,0.004884093766949984,0.96153801380401,0.9501275896266567,0.7887231313640166,0.48700192278346266,0.16275706710619248,0.0008943224906262408,0.00487070397820482
1.25,12.5,0.7435902740167604,-0.007255340232711169,0.0,0.9615383733743158,0.9501276194878134,0.7873805529705367,0.530695507887367,0.2002142928292289,0.0012558116995477976,0.006831436478606154,0.9615383733743206,0.9501276194878139,0.7889585587046559,0.5308197233905659,0.1999487422703689,0.0012527985082015271,0.006815066471700244
1.375,13.75,0.674152375955716,-0.0016737546241666484,0.0,0.9615384441779113,0.950127625367814,0.7880608381239048,0.5695668314878316,0.23907304790164496,0.0016899069455483654,0.009182247729020111,0.9615384441779128,0.9501276253678143,0.788993386124999,0.569768875902121,0.238844325288939,0.001686406590564439,0.009163273936275891
