time,t_data,ERK_data,NN1,NN2,NN1_GT,NN2_GT,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.0,0.0,0.8309784375486691,-0.0017966450007264184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,0.125,0.00024742813373800033,1.045408885984098,-0.13201477158402575,0.9999999999970256,3.492682139077425e-7,0.9361782531622275,0.8531030861347287,0.2155766854592452,0.008392675149236905,0.00022839463089988798,7.863433894257731e-8,4.3012592945587626e-7,0.9361782531622274,0.8531030861347291,0.22278092576017694,0.008930752308109906,0.00024742813373800033,8.623230252774352e-8,4.716827110516148e-7
0.25,0.25,0.003453751629125977,1.072274133858246,-0.15127006596633505,0.999999996432236,1.2059126855696115e-5,0.97856723110963,0.9497006306415328,0.5323173397794464,0.05451813168805475,0.003363716937776377,2.8676211213014943e-6,1.5766805762423222e-5,0.97856723110963,0.9497006306415329,0.5287078234133414,0.055150289988028775,0.003453751629125977,2.986538151629956e-6,1.6420000728346232e-5
0.375,0.375,0.012313039035450274,1.070022564020578,-0.1346643693853736,0.9999998721912136,7.146311843888587e-5,0.9803168331811495,0.9510825355635494,0.6854522073763073,0.12328344713700748,0.01221041192718561,1.7548823530572927e-5,9.647408392681766e-5,0.9803168331811495,0.9510825355635494,0.6803487959396287,0.12329708422126326,0.012313039035450274,1.7875178512567684e-5,9.8265036973815e-5
0.5,0.5,0.02709813754676216,1.0659145638202883,-0.1211743885578782,0.9999987146725902,0.00022465013020581465,0.9803890478831039,0.95110587522125,0.7489868606666914,0.19702966156070353,0.027044026806110417,5.6195243797687936e-5,0.00030863483236841406,0.9803890478831038,0.95110587522125,0.7459136317102318,0.19659102959507807,0.02709813754676216,5.668617692897131e-5,0.00031132215616918994
0.625,0.625,0.047237248008450715,1.0604416221203838,-0.110181759850817,0.9999931549228458,0.0005155661284242336,0.9803920285398294,0.9511064900318044,0.773597073008949,0.26804137002719963,0.04725343589778694,0.00013028648811270053,0.0007147504101707663,0.9803920285398294,0.9511064900318044,0.7724894810157943,0.2674363925904303,0.047237248008450715,0.00013081593948811854,0.0007176364373799541
0.75,0.75,0.07207903580275307,1.0541626066153633,-0.09978840616013292,0.9999749284405806,0.0009835480871042716,0.9803921515662257,0.9511065118277804,0.782793295344466,0.3336556171334435,0.07216163098241088,0.0002499336590265154,0.0013695074541077653,0.9803921515662258,0.9511065118277804,0.7829485790160423,0.33307002924301676,0.07207903580275307,0.0002503606799109451,0.0013718161946493076
0.875,0.875,0.10101293788909467,1.0475919564263245,-0.08910904754819737,0.9999280507496764,0.0016627884860918878,0.9803921566441316,0.9511065126906443,0.7861632837532195,0.39324335693182616,0.10114684744481633,0.00042392495154792943,0.002320082405163675,0.9803921566441316,0.9511065126906443,0.787040863180421,0.3927682726855298,0.10101293788909467,0.0004241297778706386,0.002321158203458041
1.0,1.0,0.13343855103276495,1.041034557830412,-0.07785527569576188,0.9998259466002359,0.002582327286698863,0.9803921568537218,0.9511065127258815,0.7874111136138057,0.4469033604966962,0.13360526980209933,0.0006598060622047472,0.0036066475266224728,0.9803921568537218,0.9511065127258814,0.7886721716410272,0.44657258915298764,0.13343855103276495,0.0006597039101441733,0.0036060301501881263
1.125,1.125,0.1687394295314305,1.0346070958893174,-0.06599016444902185,0.9996288613863737,0.0037661221255906705,0.9803921568623727,0.951106512727332,0.7879387722859569,0.49497272394326153,0.16892087363592287,0.0009638831112878538,0.005262456491462318,0.9803921568623726,0.951106512727332,0.7893647242523375,0.4947883684952217,0.1687394295314305,0.0009634267079518057,0.005259893850350889
1.25,1.25,0.20628066414088198,1.0282939225912666,-0.05357794181364567,0.9992818811368223,0.005233044152970771,0.9803921568627297,0.9511065127273919,0.7882645218296697,0.5378557330732415,0.20646117241190923,0.0013411919030804624,0.007313748269030685,0.9803921568627297,0.9511065127273919,0.7897018568565958,0.5378024816888881,0.20628066414088198,0.0013403683528004995,0.00730917792967726
1.375,1.375,0.24542103770838541,1.0219940825021,-0.04072732435862652,0.9987138499941811,0.006996883134946046,0.9803921568627444,0.9511065127273943,0.7885636073708661,0.5759664370674482,0.24558841016276936,0.0017954762546954506,0.009779699809882338,0.9803921568627445,0.9511065127273943,0.789900777360194,0.5760199115154901,0.24542103770838541,0.001794300920917516,0.009773214259140049
1.5,1.5,0.2855305507251338,1.015556659644917,-0.0275697721526439,0.997837402813076,0.009066446779475476,0.9803921568627451,0.9511065127273944,0.7888741288972976,0.6097098867217472,0.2856764245917385,0.002329195960558487,0.012672534880309111,0.9803921568627451,0.9511065127273944,0.7900351308801332,0.6098421908140969,0.2855305507251338,0.0023277049584993713,0.01266433943665141
1.625,1.625,0.3260080056844669,1.0088080294442774,-0.014248752161946581,0.9965502386470378,0.011445785404668037,0.9803921568627451,0.9511065127273944,0.7891774290586051,0.639475866071007,0.32612771426303716,0.002943569628106799,0.01599781254950957,0.9803921568627451,0.9511065127273944,0.7901209356223721,0.6396595832947664,0.3260080056844669,0.002941812113128213,0.01598818248536582
