time,t_data,g2p_data,NN1,NN2,g1p_fit,g2p_fit,Xact_fit,g1p_GT,g2p_GT,Xact_GT
0.0,0.0,0.002175153959055596,-0.003156839246948229,0.372643765036927,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.0944121598294458,-0.0023065759390897057,0.3741318067602645,0.0034355620429142634,0.0009692590858181751,2.018549319867665e-6,0.0034085532453648503,0.0009683480803810843,2.0168492358904467e-6
0.25,2.5,0.3468594760663378,-0.0016045680217035632,0.3747418818699019,0.0069014831819567595,0.0038735732790020558,1.6138030846555345e-5,0.006815800332015869,0.003872430374719317,1.6127077219964452e-5
0.375,3.75,0.5865996162190994,-0.0010357088542911317,0.37447958754160593,0.010372025106888283,0.008697362171843526,5.4386476233999065e-5,0.010220567958025199,0.00870968317061785,5.439869133520258e-5
0.5,5.0,0.6739081424602931,-0.0005804465780410579,0.37335251918565937,0.013830584065328786,0.015417573888248591,0.00012865099022043468,0.013619956748968008,0.015475348660025078,0.0001288607097450822
0.625,6.25,0.7034104807858116,-0.00021578212631773421,0.3713670211759573,0.017267220797266194,0.024009315428057898,0.0002506485701310971,0.01700866704786182,0.024161248113071916,0.0002514840661713406
0.75,7.5,0.7161422130375984,8.410847613480375e-5,0.36852651801097486,0.02067608815487769,0.03444871744037549,0.0004319226896044231,0.020378441094193477,0.03475419810215662,0.0004341530172962537
0.875,8.75,0.7275090458904869,0.0003475420358221285,0.36483124587352594,0.02405293934249497,0.04671348655294352,0.0006838496315025299,0.023717617423850184,0.04723414295740791,0.000688625092284741
1.0,10.0,0.7331618580951242,0.0006051543410194169,0.3602791668067324,0.02739278645736738,0.0607817194266198,0.0010176419489814094,0.027010799939777706,0.06157207607563138,0.001026478097733654
1.125,11.25,0.7338340912762915,0.0008897416750726533,0.3548679129614385,0.03068773026743245,0.07662944623804116,0.0014443397766495981,0.0302386491128678,0.07772782592155945,0.001459043179674714
1.25,12.5,0.7311221278252535,0.0012359771871916264,0.3485976830048257,0.03392498127582836,0.09422721100549408,0.0019747831561377454,0.03337780621637489,0.09564778890902746,0.001997323468992413
1.375,13.75,0.7288626176743006,0.0016798688613520725,0.3414750364867952,0.037085123584572104,0.11353588513707195,0.0026195601139803707,0.036400963498147317,0.11526269975975661,0.002651898413414658
1.5,15.0,0.72254944643343,0.002257842438034974,0.33351747495078443,0.040140723714398474,0.13450188225441856,0.003388926378017817,0.039277093916591836,0.13648553925280912,0.003432814535813237
1.625,16.25,0.720073260757366,0.003005370302542234,0.324758552157245,0.04305544278005285,0.15705199131912612,0.004292693854792306,0.041971853681493816,0.1592096884456595,0.004349464054783148
1.75,17.5,0.7097119812221833,0.003955137965208306,0.3152530324218786,0.04578385531481326,0.18108815008969018,0.005340086733322494,0.0444481695014757,0.1833074465345324,0.005410453552095123
1.875,18.75,0.7020213047034982,0.005134847231644308,0.3050813591668269,0.04827219071424424,0.20648261321759495,0.00653956658650215,0.046667020243819586,0.20862903563573862,0.006623465658802665
2.0,20.0,0.6902053465318826,0.006564886827969675,0.2943524888532688,0.05046017255652869,0.23307409320283556,0.00789863116006885,0.04858841966732376,0.2350022189550656,0.00799511753718243
2.125,21.25,0.6839248991313863,0.008256223233927924,0.2832041044695152,0.05228402369464994,0.2606655263353241,0.00942359547225137,0.05017260287292561,0.26223265793929523,0.009530820731923894
2.25,22.5,0.6715115980363348,0.010208927616067117,0.2717994577874311,0.053680535987127236,0.28902409831588755,0.011119367929126885,0.051381413834303356,0.2901051276714223,0.01123464771565592
2.375,23.75,0.6569977600335779,0.012411714362577392,0.26032063895616125,0.054591902676041276,0.31788402668076593,0.012989237700413707,0.05217988430163064,0.31838569623582763,0.01310921111619681
2.5,25.0,0.6442047075447289,0.014842709464556167,0.24895884093970277,0.054970829553932045,0.3469523370467098,0.015034691810133682,0.052537984716355124,0.3468249509432678,0.015155562130148474
2.625,26.25,0.6326328413847879,0.017471427599761204,0.2379029429941187,0.05478533333965212,0.37591751950035096,0.017255280592652286,0.05243251440253599,0.37516231980702835,0.01737311493196101
2.75,27.5,0.6144015790823327,0.020261688862915204,0.22732819801959525,0.054022638541529326,0.40446057209706143,0.01964854797946303,0.05184907973083195,0.40313148813274324,0.019759603899824913
2.875,28.75,0.5990900833251445,0.023175028550646817,0.21738677996036365,0.05269169850578037,0.4322676052020965,0.02221003860298122,0.050784083434752804,0.43046684562372084,0.0223110801106561
3.0,30.0,0.5820112717031396,0.026174093628373554,0.20820143650447012,0.05082405768945968,0.45904295813592594,0.024933387477008725,0.0492466140774359,0.45691081829002056,0.025021952713376143
