time,NN_approx,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,18.84887142624678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,52.99581343671271,0.7634547442652948,0.725208574462076,1.8759256689835762,0.18080556020777583,0.008836576213307417,3.4330808253104837e-6,1.934899560119995e-5,0.7634547442648439,0.7252085744615718,0.1668747120416223,0.006119657545260649,0.00016053257583784926,4.1234660238945906e-8,2.2953001183837657e-7
0.25,56.00695141670265,0.9225334649394772,0.9417960704376194,1.8504954630998571,0.3623412525775147,0.037305804041979855,4.319257194551115e-5,0.00023620548566883142,0.9225334649393986,0.9417960704350025,0.4860000256805808,0.04617278594935713,0.002712403506304735,2.0415198569004387e-6,1.1149504379533752e-5
0.375,56.86166836520961,0.9538579223168145,0.9494119096963434,1.8514592254377404,0.5094785142146133,0.07920964616453206,0.00015510550236638533,0.0008479517040307581,0.9538579223168058,0.9494119096963406,0.6601983273417695,0.11167228594131805,0.01059451104979021,1.4078658320364435e-5,7.704117045583208e-5
0.5,56.72779677719551,0.9600260736938544,0.9500005977204579,1.8511149574182078,0.6257926062624564,0.1306397807033258,0.00036125975897140423,0.001974546617215996,0.9600260736938521,0.9500005977204575,0.7372747291698448,0.18458138239793476,0.024414906337385592,4.775775747629476e-5,0.0002614161530646735
0.625,55.69340236563801,0.9612406547144212,0.9501028581273262,1.8486978506670217,0.7146868725091093,0.18824689225720295,0.0006763695221347969,0.0036939019643866746,0.9612406547144176,0.9501028581273262,0.7688615980313358,0.25599480272957886,0.04368880836888718,0.00011441372157442108,0.0006258861398856434
0.75,54.53316454393712,0.9614798198978525,0.9501227556048698,1.845874302493139,0.7804092420165064,0.2489781743629585,0.0011091321079390994,0.0060508933339563364,0.9614798198978497,0.9501227556048697,0.7813289581716197,0.3225192482549455,0.06777004689489721,0.00022414974411511738,0.001224991255229544
0.875,53.4555907630147,0.9615269143147724,0.9501266678071015,1.8432572223487296,0.8276188852330442,0.31024997196746806,0.001662819134348973,0.009060857879613264,0.9615269143147709,0.9501266678071014,0.7861674420749649,0.3831762187701169,0.09604418751470392,0.00038581535738475646,0.0021061667315693746
1.0,49.725490925214004,0.961536187755301,0.9501274379778687,1.8334379256971487,0.8606317540747165,0.3700582955842146,0.0023362138377272094,0.012714866325960927,0.9615361877553001,0.9501274379778687,0.7880257002097952,0.43791290612522327,0.1279111604639556,0.0006070594755607774,0.003310091154188655
1.125,40.64552493072544,0.9615380138040103,0.9501275896266567,1.8031375707265402,0.8829570522187485,0.4269605517929817,0.003124713968688159,0.016985882062415636,0.96153801380401,0.9501275896266567,0.7887231313640166,0.48700192278346266,0.16275706710619248,0.0008943224906262408,0.00487070397820482
