time,t_data,ERK_data,NN1,NN2,NN3,NN1_GT,NN2_GT,NN3_GT,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.0,0.0,0.9652376158869875,0.038096864057180546,0.9549782707080938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,0.125,0.00024742813373800033,0.967998307325923,0.04129119941331403,0.9790934543797748,0.9999999999970256,3.492682139077425e-7,1.0,0.9361782531622271,0.853103086134729,0.21986202283568576,0.008890522429471415,0.00024916353711669227,8.806019141002902e-8,4.817019154535564e-7,0.9361782531622274,0.8531030861347291,0.22278092576017694,0.008930752308109906,0.00024742813373800033,8.623230252774352e-8,4.716827110516148e-7
0.25,0.25,0.003453751629125977,0.9694327457183188,0.04888757787689717,0.9821313175000433,0.999999996432236,1.2059126855696115e-5,1.0,0.97856723110963,0.949700630641533,0.5235458023811478,0.05456172442621017,0.003421435608505062,2.9677092322048825e-6,1.6316273122868744e-5,0.97856723110963,0.9497006306415329,0.5287078234133414,0.055150289988028775,0.003453751629125977,2.986538151629956e-6,1.6420000728346232e-5
0.375,0.375,0.012313039035450274,0.9708610457382724,0.05209916101563338,0.9835064438596293,0.9999998721912136,7.146311843888587e-5,1.0,0.9803168331811495,0.9510825355635493,0.6778284059819063,0.12230648464925166,0.012197866376411619,1.771250781669414e-5,9.737033721789139e-5,0.9803168331811495,0.9510825355635494,0.6803487959396287,0.12329708422126326,0.012313039035450274,1.7875178512567684e-5,9.8265036973815e-5
0.5,0.5,0.02709813754676216,0.9717615330282366,0.05307900644994743,0.984520744137379,0.9999987146725902,0.00022465013020581465,1.0,0.9803890478831038,0.9511058752212499,0.7463981337515612,0.1955932480001357,0.026893122330683347,5.619821169497715e-5,0.0003086422208293339,0.9803890478831038,0.95110587522125,0.7459136317102318,0.19659102959507807,0.02709813754676216,5.668617692897131e-5,0.00031132215616918994
0.625,0.625,0.047237248008450715,0.9718577950957292,0.053375044120721776,0.9852749538519425,0.9999931549228458,0.0005155661284242336,1.0,0.9803920285398293,0.9511064900318044,0.7748273519698718,0.2666922916531619,0.04696745721634784,0.00012984357649702138,0.0007123048578527195,0.9803920285398294,0.9511064900318044,0.7724894810157943,0.2674363925904303,0.047237248008450715,0.00013081593948811854,0.0007176364373799541
0.75,0.75,0.07207903580275307,0.9712610567533951,0.053645716291189006,0.9858069537014633,0.9999749284405806,0.0009835480871042716,1.0,0.9803921515662258,0.9511065118277805,0.7861253085661336,0.3326758108426467,0.07178114722134486,0.00024881017242549426,0.0013633300542774392,0.9803921515662258,0.9511065118277804,0.7829485790160423,0.33307002924301676,0.07207903580275307,0.0002503606799109451,0.0013718161946493076
0.875,0.875,0.10101293788909467,0.9700479564349128,0.054149035631115464,0.9861356658124822,0.9999280507496764,0.0016627884860918878,1.0,0.9803921566441316,0.9511065126906443,0.7904416453564802,0.39272064878174656,0.10072326131702866,0.0004219825400038435,0.002309429907080401,0.9803921566441316,0.9511065126906443,0.787040863180421,0.3927682726855298,0.10101293788909467,0.0004241297778706386,0.002321158203458041
1.0,1.0,0.13343855103276495,0.9682259745661974,0.05498667644071565,0.986272195275448,0.9998259466002359,0.002582327286698863,1.0,0.9803921568537218,0.9511065127258815,0.7919590027401237,0.446821893240244,0.13318758930226418,0.0006570094043416183,0.0035913459567733785,0.9803921568537218,0.9511065127258814,0.7886721716410272,0.44657258915298764,0.13343855103276495,0.0006597039101441733,0.0036060301501881263
1.125,1.125,0.1687394295314305,0.9657610894093519,0.05619865643111909,0.9862256854507778,0.9996288613863737,0.0037661221255906705,1.0,0.9803921568623727,0.951106512727332,0.7923460709374198,0.49526772333927754,0.1685496920275372,0.00096028804593871,0.005242832630728816,0.9803921568623726,0.951106512727332,0.7893647242523375,0.4947883684952217,0.1687394295314305,0.0009634267079518057,0.005259893850350889
1.25,1.25,0.20628066414088198,0.962601981626632,0.05779633608775259,0.9860062834701545,0.9992818811368223,0.005233044152970771,1.0,0.9803921568627297,0.9511065127273919,0.7922544504622567,0.5384417639786417,0.2061660927810977,0.001336925303538202,0.007290516255576343,0.9803921568627297,0.9511065127273919,0.7897018568565958,0.5378024816888881,0.20628066414088198,0.0013403683528004995,0.00730917792967726
1.375,1.375,0.24542103770838541,0.9586951753027159,0.05977403425270298,0.9856264058883523,0.9987138499941811,0.006996883134946046,1.0,0.9803921568627444,0.9511065127273943,0.7919306032123082,0.5767520618599896,0.24538733677695432,0.0017907127744720528,0.009753831409059902,0.9803921568627445,0.9511065127273943,0.789900777360194,0.5760199115154901,0.24542103770838541,0.001794300920917516,0.009773214259140049
1.5,1.5,0.2855305507251338,0.9539942949153806,0.06211390887387718,0.985101078783992,0.997837402813076,0.009066446779475476,1.0,0.9803921568627451,0.9511065127273944,0.7914605894069421,0.6106060028389363,0.28557607679832714,0.0023241346890354284,0.012645130240000451,0.9803921568627451,0.9511065127273944,0.7900351308801332,0.6098421908140969,0.2855305507251338,0.0023277049584993713,0.01266433943665141
1.625,1.625,0.3260080056844669,0.9484658447601004,0.06478893926013998,0.9844477503258073,0.9965502386470378,0.011445785404668037,1.0,0.9803921568627451,0.9511065127273944,0.7908674312650232,0.6404009202454215,0.326125008941625,0.0029384127460594643,0.01596998286767921,0.9803921568627451,0.9511065127273944,0.7901209356223721,0.6396595832947664,0.3260080056844669,0.002941812113128213,0.01598818248536582
1.75,1.75,0.366296185844115,0.9420925073333132,0.06776550061174569,0.9836857611957938,0.9947376591485986,0.014134536000892243,1.0,0.9803921568627451,0.9511065127273944,0.7901500357127574,0.6665196558191996,0.36647224834348596,0.0036335847625244147,0.01972764786631029,0.9803921568627451,0.9511065127273944,0.790149878030841,0.6658473680911049,0.366296185844115,0.00363668103478773,0.019744119816652285
1.875,1.875,0.4058937237657381,0.9348742701544426,0.07100590210382789,0.9828355844383501,0.9922762910458918,0.0171283627502042,1.0,0.9803921568627451,0.9511065127273944,0.7892989537703994,0.6893275713378308,0.40611326749325993,0.004408610848490184,0.02391167690612731,0.9803921568627451,0.9511065127273944,0.790102487836439,0.688763223581028,0.4058937237657381,0.004411300540579575,0.02392586310262321
2.0,2.0,0.4443635020657016,0.9268275939827001,0.07447086924919206,0.9819179425459176,0.9890388091367944,0.02041946582600496,1.0,0.9803921568627452,0.9511065127273944,0.7883028525706621,0.7091700764025439,0.4446092589887238,0.005261499899991657,0.02851061481828584,0.9803921568627451,0.9511065127273944,0.7899536896205486,0.7087449839549066,0.4443635020657016,0.005263713072947543,0.02852214261267504
2.125,2.125,0.4813377504483954,0.9179830071862415,0.07812181836920071,0.9809529192489325,0.9848993818449604,0.023997130524610586,1.0,0.9803921568627451,0.9511065127273944,0.7871511490567139,0.7263705688418406,0.4815921056312243,0.006189449306763423,0.03350875861626294,0.9803921568627451,0.9511065127273944,0.7896754955323343,0.7261087440860655,0.4813377504483954,0.006191151547139302,0.033517450600839174
2.25,2.25,0.5165201280354998,0.9083817008050737,0.08192275376202854,0.9799591766151406,0.9797394835944035,0.02784829116201305,1.0,0.9803921568627451,0.9511065127273944,0.7858349689040846,0.7412288870598485,0.5167662675772147,0.007188991301236726,0.03888694285322642,0.9803921568627451,0.9511065127273944,0.7892386270258022,0.741147437751181,0.5165201280354998,0.007190183173162987,0.03889281294862862
2.375,2.375,0.54968512772936,0.8980717738558337,0.08584166377093232,0.9789533591435847,0.973453666952749,0.03195808728534398,1.0,0.9803921568627452,0.9511065127273944,0.7843473257612628,0.7540203649193042,0.5499079460588572,0.008256140069234065,0.04462332271536373,0.9803921568627451,0.9511065127273944,0.7886137112741439,0.7541299860534274,0.54968512772936,0.008256854487222718,0.04462656104786342
2.5,2.5,0.5806751660617345,0.8871047110352277,0.08985136654631744,0.9779497247164021,0.9659548721403914,0.036310393150751366,1.0,0.9803921568627451,0.9511065127273944,0.782682927244288,0.7649955152190606,0.5808619108647286,0.00938653450830485,0.050694130110929214,0.9803921568627451,0.9511065127273944,0.7877722645360711,0.765301043386534,0.5806751660617345,0.009386832545721225,0.0506950795163962
2.625,2.625,0.6093957487859679,0.8755325052021314,0.0939298322136126,0.9769600007367878,0.9571788783909144,0.04088830504506058,1.0,0.9803921568627452,0.9511065127273944,0.7808378192217073,0.7743803040578622,0.6095364047292076,0.010575572336551762,0.05707438183441594,0.9803921568627451,0.9511065127273944,0.7866875164828886,0.774881305019408,0.6093957487859679,0.010575538004302503,0.05707350890966652
2.75,2.75,0.6358091313232958,0.8634056296394548,0.09806006625469002,0.9759934324768312,0.9470875713019352,0.04567457488142835,1.0,0.9803921568627451,0.9511065127273944,0.7788089918491073,0.7823769332568591,0.6358965637626065,0.011818532123362646,0.06373852287941968,0.9803921568627451,0.9511065127273944,0.7853350785140983,0.7830682971555842,0.6358091313232958,0.011818266629288041,0.06373638635574323
