time,t_data,ERK_data,NN1,NN2,NN3,NN1_GT,NN2_GT,NN3_GT,R_fit,Ras_fit,Raf_fit,MEK_fit,ERK_fit,NFB_fit,PFB_fit,R_GT,Ras_GT,Raf_GT,MEK_GT,ERK_GT,NFB_GT,PFB_GT
0.0,0.0,0.002531967995025244,0.0,0.7928463199834234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.20484234145563093,0.0,0.6616522651909205,0.0,3.492682139077425e-7,0.5481352368416821,0.9361782531622274,0.9361782531622238,0.8531030861347467,0.22278091977488435,0.008930752213258479,0.000247428132447467,1.0755069823031063e-7,0.0,0.9361782531622274,0.8531030861347291,0.22278092576017694,0.008930752308109906,0.00024742813373800033,8.623230252774352e-8,4.716827110516148e-7
0.25,2.5,0.5807153547142543,0.0,0.6661112036698105,0.0,1.2059126855696115e-5,0.5699644931107956,0.97856723110963,0.9785672311096305,0.9497006306415691,0.528707399082016,0.055150275129192704,0.0034537511916540057,3.508828601800894e-6,0.0,0.97856723110963,0.9497006306415329,0.5287078234133414,0.055150289988028775,0.003453751629125977,2.986538151629956e-6,1.6420000728346232e-5
0.375,3.75,0.7734762184540825,0.0,0.6650622541050211,0.0,7.146311843888587e-5,0.5708399479967343,0.9803168331811495,0.98031683318115,0.9510825355635524,0.680345204344198,0.12329688529075236,0.012313029720123242,2.0877820301526202e-5,0.0,0.9803168331811495,0.9510825355635494,0.6803487959396287,0.12329708422126326,0.012313039035450274,1.7875178512567684e-5,9.8265036973815e-5
0.5,5.0,0.8254530971093583,0.0,0.6618280515543362,0.0,0.00022465013020581465,0.5708760392760895,0.9803890478831038,0.9803890478831057,0.9511058752212515,0.7458997499863979,0.1965899837091488,0.027098068933922782,6.597634415367162e-5,0.0,0.9803890478831038,0.95110587522125,0.7459136317102318,0.19659102959507807,0.02709813754676216,5.668617692897131e-5,0.00031132215616918994
0.625,6.25,0.8379305982484394,0.0,0.6574084756033816,0.0,0.0005155661284242336,0.5708775288677752,0.9803920285398294,0.9803920285398299,0.9511064900318044,0.7724529421953251,0.26743296870991723,0.047236955049807045,0.00015161313922461086,0.0,0.9803920285398294,0.9511064900318044,0.7724894810157943,0.2674363925904303,0.047237248008450715,0.00013081593948811854,0.0007176364373799541
0.75,7.5,0.8338987451525732,0.0,0.6519856009566272,0.0,0.0009835480871042716,0.5708775903504422,0.9803921515662258,0.9803921515662258,0.9511065118277805,0.782871454615713,0.3330615501999973,0.07207813365956042,0.0002886839652618878,0.0,0.9803921515662258,0.9511065118277804,0.7829485790160423,0.33307002924301676,0.07207903580275307,0.0002503606799109451,0.0013718161946493076
0.875,8.75,0.8314066266931854,0.0,0.6455660491112089,0.0,0.0016627884860918878,0.5708775928881347,0.9803921566441316,0.9803921566441316,0.9511065126906444,0.7868996220984984,0.39275077127522384,0.10101070229650239,0.00048612557992237906,0.0,0.9803921566441316,0.9511065126906443,0.787040863180421,0.3927682726855298,0.10101293788909467,0.0004241297778706386,0.002321158203458041
1.0,10.0,0.8250284932747357,0.0,0.6381427985015173,0.0,0.002582327286698863,0.5708775929928778,0.9803921568537218,0.9803921568537218,0.9511065127258814,0.7884378349582225,0.4465408022124508,0.13343380828622162,0.0007509306507951876,0.0,0.9803921568537218,0.9511065127258814,0.7886721716410272,0.44657258915298764,0.13343855103276495,0.0006597039101441733,0.0036060301501881263
1.125,11.25,0.8153365472351675,0.0,0.6297446042538456,0.0,0.0037661221255906705,0.570877592997201,0.9803921568623726,0.9803921568623727,0.951106512727332,0.789003160002977,0.4947358515536991,0.16873047951846107,0.0010881192674766101,0.0,0.9803921568623726,0.951106512727332,0.7893647242523375,0.4947883684952217,0.1687394295314305,0.0009634267079518057,0.005259893850350889
