time,t_data,g2p_data,NN1,NN2,g1p_fit,g2p_fit,Xact_fit,g1p_GT,g2p_GT,Xact_GT
0.0,0.0,6.155376333413564e-5,0.0008092272898162807,0.9581280184139175,0.0,0.0,0.0,0.0,0.0,0.0
0.125,1.25,0.0013961587006784569,0.0007782406104321895,0.9581274114987757,5.6678314628116544e-5,1.5923501710200914e-5,3.3276306044199276e-8,5.6818032704132544e-5,1.5941616923243026e-5,3.3304804664662575e-8
0.25,2.5,0.005129024390178104,0.000748139397887925,0.9581292616665639,0.000113092341626506,6.284206888377376e-5,2.634472857565294e-7,0.00011363570149549439,6.298195667040327e-5,2.6389047112245595e-7
0.375,3.75,0.010442763189165713,0.0007190887224134656,0.9581334843114142,0.00016926424617082992,0.00013952275333183555,8.799825733982026e-7,0.00017045265887781497,0.00013997840568475583,8.821631050211947e-7
0.5,5.0,0.0166586496255829,0.0006912473098330244,0.9581399982585938,0.0002252147007248723,0.00024479161150442767,2.06459858888058e-6,0.00022726801489226272,0.00024583383127905106,2.0712958573752035e-6
0.625,6.25,0.023264423310607397,0.000664767976495515,0.9581487257637209,0.00028096270372239996,0.00037753226734179863,3.991632018713712e-6,0.0002840800850729428,0.00037949618416180213,4.0075205670470645e-6
0.75,7.5,0.029122216938056836,0.0006397980466879947,0.9581595924802842,0.0003365254085217044,0.0005366841950824527,6.8284028295997075e-6,0.00034088615119222296,0.0005399577429671982,6.860415283605068e-6
0.875,8.75,0.03352408808516998,0.0006164797517101085,0.9581725273989903,0.00039191796126897586,0.0007212407591353004,1.0735565215349547e-5,0.0003976822342537292,0.0007262540393473118,1.0793185579808267e-5
1.0,10.0,0.035619610515781316,0.0005949506099199906,0.9581874627622576,0.00044715334649715214,0.000930247045112784,1.5867445099782683e-5,0.00045446287926751176,0.0009374625002232795,1.596293779834411e-5
1.125,11.25,0.03530241627485448,0.0005753437871632512,0.9582043339569387,0.0005022422394737712,0.0011627975130856414,2.2372363021307342e-5,0.0005112209514318858,0.0011727008416189354,2.2520942599819885e-5
1.25,12.5,0.03307252434602426,0.0005577884370901406,0.9582230793881258,0.0005571928644952043,0.0014180335011274969,3.0392941409145866e-5,0.0005679474434466745,0.001431125246203523,3.061288738727826e-5
1.375,13.75,0.02978972240480832,0.0005424100209376287,0.9582436403366492,0.0006120108585053426,0.0016951406043285084,4.006639542678995e-5,0.0006246312937910401,0.0017119283543274534,4.0379116376085e-5
1.5,15.0,0.026044575730174685,0.0005293306064066012,0.9582659608026521,0.00066669913959421,0.0019933459517096903,5.1524806706744526e-5,0.0006812592159134567,0.002014337096006488,5.195485725717628e-5
1.625,16.25,0.022563733831523002,0.0005186691453056471,0.9582899873373973,0.0007212577801071402,0.00231191540091135,6.489537943187624e-5,0.0007378155383999062,0.002337610389054728,6.54704335660604e-5
1.75,17.5,0.0192854838218938,0.0005105417296627901,0.9583156688652515,0.0007756838842672709,0.002650150668168646,8.030067833542642e-5,0.0007942820563070668,0.002681036726418634,8.10514620209589e-5
1.875,18.75,0.016606781583374138,0.0005050618260198061,0.9583429564975993,0.0008299714703845724,0.0030073864089639056,9.785884829361584e-5,0.0008506378939685985,0.0030439316737645708,9.881903423119117e-5
2.0,20.0,0.014332672201522104,0.0005023404876278398,0.9583718033402545,0.0008841113578925671,0.0033829872628479553,0.00011768381527495782,0.0009068593797028366,0.003425635296537665,0.00011888988230260566
2.125,21.25,0.01268496696790836,0.0005024865442679508,0.9584021642957841,0.0009380910596201111,0.0037763448742765414,0.00013988546848901288,0.0009629199329676331,0.0038255095340569137,0.00014137652798215729
2.25,22.5,0.01126412271649684,0.0005056067694004604,0.9584339958620066,0.0009918946798701043,0.0041868748999049875,0.0001645698236465467,0.0010187899646217277,0.004242935536761609,0.00016638741508826648
2.375,23.75,0.010113617534919688,0.0005118060243459249,0.9584672559278173,0.001045502819037876,0.004614014011610304,0.00019183916730478658,0.0010744367910585286,0.004677310981449322,0.00019402702507113247
2.5,25.0,0.009277375382700199,0.0005211873791720867,0.9585019035673754,0.001098892485662496,0.005057216903598511,0.00022179218232556448,0.0011298245630790892,0.005128047378300078,0.0002243959756356062
2.625,26.25,0.00868632893609611,0.0005338522099554139,0.9585378988336118,0.0011520370169586052,0.00551595331123375,0.00025452405452510254,0.0011849142104605154,0.005594567382585576,0.0002575911024436831
2.75,27.5,0.008072194675279185,0.0005499002720602501,0.9585752025519421,0.0012049060090288314,0.005989705048763009,0.00029012656063899083,0.0012396634032563276,0.0060763021232885595,0.000293705523991094
2.875,28.75,0.007669622484882835,0.0005694297490742556,0.9586137761150194,0.0012574652581020807,0.006477963072816529,0.00032868813777094027,0.0012940265309315583,0.006572688560322618,0.00033282868982778514
3.0,30.0,0.007317131261018073,0.0005925372770218518,0.958653581279325,0.0013096767142822953,0.006980224578491205,0.0003702939345360545,0.0013479547004876164,0.007083166881682268,0.0003750464123639429
3.125,31.25,0.007112541772393916,0.0006193179434847911,0.9586945799643704,0.0013614984494224837,0.0074959901349225325,0.00041502584415195045,0.0014013957547676288,0.007607177951637533,0.00042044088257255975
3.25,32.5,0.007012926727761748,0.0006498652612596558,0.9587367340552758,0.001412884640857531,0.008024760867500244,0.00046296251977594475,0.0014542943121494277,0.008144160820971467,0.0004690906699695369
3.375,33.75,0.006839109074531815,0.0006842711162040635,0.9587800052094932,0.0014637855728361273,0.008566035694318642,0.0005141793724312659,0.0015065918288310323,0.008693550310292269,0.0005210707073199031
3.5,35.0,0.006731477166463047,0.0007226256889541512,0.9588243546684492,0.001514147657581117,0.009119308624976168,0.0005687485519154923,0.0015582266848870676,0.009254774677525586,0.000576452260588388
3.625,36.25,0.0066658158840558574,0.000765017350241383,0.9588697430749052,0.0015639134779789339,0.009684066130517303,0.0006267389111367474,0.0016091342952258014,0.00982725338086918,0.0006353028847221008
3.75,37.5,0.006547791542028771,0.0008115325295981193,0.9589161302968617,0.0016130218539467786,0.010259784594071062,0.0006882159543800212,0.0016592472465010587,0.010410394948702929,0.0006976863659233095
3.875,38.75,0.006425140904879219,0.0008622555573264184,0.958963475258855,0.001661407934547845,0.010845927852563712,0.0007532417700690284,0.001708495460930814,0.01100359496816952,0.0007636626511431592
4.0,40.0,0.006443560815988328,0.0009172684797030529,0.9590117357815415,0.001709003317917802,0.011441944840802118,0.000821874948655517,0.0017568063878440614,0.011606234204398271,0.0008332877655997991
4.125,41.25,0.006327274189018677,0.0009766508475170953,0.9590608684304914,0.001755736201023344,0.012047267350136141,0.0008941704863418772,0.001804105223616667,0.012217676862549832,0.0009066137191995038
4.25,42.5,0.006339370615918056,0.0010404794781869622,0.9591108283751498,0.0018015315611938272,0.012661307914845968,0.0009701796754210703,0.0018503151604671645,0.012837269005041693,0.000983688402815145
4.375,43.75,0.006345401350616138,0.0011088281918700527,0.9591615692589623,0.0018463113712457952,0.013283457840340523,0.001049949982102858,0.0018953576643621866,0.013464337136437148,0.0010645554754527312
4.5,45.0,0.006182410319528323,0.001181767522182291,0.9592130430816826,0.001889994849851412,0.013913085388102875,0.0011335249127844974,0.0019391527820303294,0.01409818696850166,0.0011492542434135217
4.625,46.25,0.0061743466574496735,0.0012593644023576487,0.9592652000949068,0.0019324987485861132,0.01454953413314061,0.0012209438698200209,0.001981619476802986,0.014738102377861195,0.0012378195326359842
4.75,47.5,0.006256359793802293,0.0013416818279387832,0.9593179887118926,0.001973737676819465,0.015192121510388523,0.0013122419979409103,0.0020226759926914163,0.015383344568496795,0.0013302815554775212
4.875,48.75,0.00618319079630544,0.0014287784973527082,0.9593713554327234,0.0020136244652884656,0.015840137567066565,0.0014074500225838462,0.0020622402457743795,0.01603315145096116,0.0014266657732675892
5.0,50.0,0.006221679497051355,0.0015207084320285648,0.9594252447858713,0.002052070568810784,0.016492843938390275,0.0015065940814876042,0.0021002302416128524,0.016686737249694286,0.0015269927560375206
5.125,51.25,0.006075893958553636,0.0016175205780413265,0.9594795992871893,0.002088986508153706,0.017149473064207343,0.0016096955510291854,0.0021365645170274665,0.017343292349119903,0.0016312780408967323
5.25,52.5,0.006096481516803303,0.0017192583915920973,0.9595343594173256,0.002124282350576697,0.017809227664085974,0.0017167708688739394,0.0021711626041813173,0.01800198338835077,0.0017395319905857197
5.375,53.75,0.006095385633708824,0.0018259594110037823,0.9595894636185012,0.002157868228011667,0.018471280488054593,0.0018278313546223758,0.0022039455145030917,0.018661953613209024,0.001851759653794104
5.5,55.0,0.006111844329792833,0.0019376548182810799,0.9596448483115102,0.00218965489123745,0.019134774359540824,0.0019428830302410838,0.0022348362395733126,0.019322323492991986,0.001967960628877992
5.625,56.25,0.005986937046700725,0.0020543689936492037,0.9597004479337209,0.0022195542977481273,0.019798822526138547,0.0020619264421566424,0.0022637602656858475,0.019982191607928763,0.0020881289326473364
5.75,57.5,0.00604548723624867,0.0021761190668740356,0.9597561949987332,0.0022474802303210435,0.02046250933248289,0.002184956486985227,0.0022906460983924157,0.020640635811498425,0.002212252875925775
5.875,58.75,0.005988040660156587,0.0023029144695326325,0.9598120201782163,0.0022733489425607405,0.021124891227804247,0.002311962242951736,0.002315425792949459,0.02129671466987621,0.002340314947600163
6.0,60.0,0.0059689790705153055,0.0024347564927570363,0.9598678524062986,0.0022970798269447193,0.02178499811868089,0.0024429268091167257,0.0023380354862217335,0.021949469178648595,0.0024722917088780445
6.125,61.25,0.006042712451768124,0.002571637855316032,0.9599236190067011,0.002318596100140621,0.02244183507498583,0.002577827154582765,0.002358415925264156,0.02259792475455689,0.0026081536994660387
6.25,62.5,0.005955957163596491,0.002713542287189973,0.9599792458426114,0.0023378254996150277,0.023094384394103676,0.0027166339798927112,0.0023765129875101616,0.023241093497579524,0.0027478653573523196
6.375,63.75,0.005916732047046614,0.0028604441340629753,0.9600346574890848,0.002354700984826597,0.023741608025255687,0.0028593115928429377,0.002392278187251388,0.023877976715994093,0.0028913849538332553
6.5,65.0,0.005859967988130645,0.003012307988354434,0.9600897774275213,0.0023691614356157664,0.024382450352039994,0.0030058178009303026,0.0024056691629095357,0.024507567704261504,0.003038664545371476
6.625,66.25,0.005852586785077405,0.0031690883525606873,0.9601445282615281,0.0023811523397857925,0.02501584132727707,0.0031561038226267614,0.0024166501394797704,0.0251288547607695,0.003189649943788481
6.75,67.5,0.00588475792358743,0.003330729340738653,0.9601988319532178,0.0023906264613343634,0.02564069994996064,0.0033101142196118637,0.0024251923604807065,0.025740824429515575,0.003344280706205258
6.875,68.75,0.005897490106087016,0.0034971644239564807,0.9602526100787282,0.0023975444803706813,0.026255938069463802,0.0034677868520150926,0.0024312744837807995,0.0263424649469033,0.003502490146031242
7.0,70.0,0.005850965443681365,0.003668316225424209,0.9603057841014816,0.002401875595453874,0.026860464497399,0.00362905285860586,0.0024348829357904297,0.026932769871975383,0.003664205366168039
7.125,71.25,0.005873001388248049,0.003844096370807095,0.9603582756614348,0.002403598078936574,0.02745318940265047,0.0037938366637222925,0.002436012218722081,0.02751074187555093,0.0038293473154516968
7.25,72.5,0.005835200384873959,0.004024405398914742,0.9604100068783046,0.0024026997759175675,0.028033028960112397,0.003962056012561838,0.002434665165923344,0.02807539666113648,0.003997830869187096
7.375,73.75,0.00589146422572872,0.004209132737532763,0.9604609006665054,0.0023991785376041063,0.02859891021886871,0.004133622036248174,0.002430853140686733,0.028625766987964,0.004169564934450779
7.5,75.0,0.005750591359554882,0.004398156748620425,0.9605108810592988,0.0023930425802808158,0.02914977615082016,0.004308439347856391,0.002424596174432008,0.029160906764284615,0.0043444525806437375
7.625,76.25,0.005785895263217673,0.004591344846463023,0.9605598735394338,0.002384310761682477,0.029684590836355045,0.004486406170320379,0.0024159230407362416,0.029679895177123012,0.004522391195565159
7.75,77.5,0.005758886633557324,0.004788553691590867,0.9606078053733756,0.0023730127673701256,0.030202344739676514,0.004667414496853337,0.0024048712623551357,0.030181840823045907,0.004703272667065521
7.875,78.75,0.005823033971542753,0.004989629462444767,0.9606546059460556,0.0023591892007238094,0.030702060022838363,0.004851350284209077,0.002391487049119562,0.030665885803326815,0.004886983590105176
8.0,80.0,0.00570537787928913,0.005194408205801838,0.96070020709296,0.0023428915713669535,0.03118279584469427,0.005038093678777627,0.002375825165403622,0.03113120974603723,0.0050734054988182
8.125,81.25,0.00577820925665062,0.0054027162659698496,0.9607445434262905,0.002324182178223717,0.03164365358875575,0.005227519275167084,0.0023579487267251197,0.03157703371728785,0.005262415122942538
8.25,82.5,0.005796585224269217,0.005614370791669824,0.9607875526518939,0.002303133884953529,0.032083781962593774,0.005419496406570157,0.002337928925947176,0.03200262398396237,0.0054538846677443685
8.375,83.75,0.005690427770765539,0.005829180318414766,0.9608291758736746,0.0022798297871766183,0.03250238191095158,0.005613889465851837,0.002315844690484261,0.03240729559093204,0.005647682116334468
